spark_connected_component: job_1,,,,,,,,,,,,
toCache, A_all, L_all, S_all, +_all, A_cache, L_cache, S_cache, +_cache, A_reduce, L_reduce, S_reduce, +_reduce
[12 30 33 47 50 56],30,30,13,46,55,55,11,1447,71,71,11,725
[12 30 33 47 50 56 64],30,30,13,46,51,51,9,1441,75,75,13,731
[12 30 33 47 50 56 64 67],30,30,13,46,49,49,8,1439,77,77,14,733
[12 30 33 47 50 56 67],30,30,13,46,50,49,8,1441,76,77,14,731
[12 30 33 47 50 64],30,30,13,46,77,77,9,1493,49,49,13,679
[12 30 33 47 50 64 67],30,30,13,46,75,75,8,1491,51,51,14,681
[12 30 33 47 50 67],30,30,13,46,76,75,8,1493,50,51,14,679
[12 30 33 47 56],30,30,13,46,58,58,12,1454,68,68,10,718
[12 30 33 47 56 64],30,30,13,46,52,52,9,1445,74,74,13,727
[12 30 33 47 56 64 67],30,30,13,46,50,50,8,1443,76,76,14,729
[12 30 33 47 56 67],30,30,13,46,52,50,8,1446,74,76,14,726
[12 30 33 47 64],30,30,13,46,78,78,9,1497,48,48,13,675
[12 30 33 47 64 67],30,30,13,46,76,76,8,1495,50,50,14,677
[12 30 33 47 67],30,30,13,46,78,76,8,1498,48,50,14,674
[12 30 33 50],30,30,13,46,82,81,11,1505,44,45,11,667
[12 30 33 50 56],30,30,13,46,56,55,11,1453,70,71,11,719
[12 30 33 50 56 64],30,30,13,46,52,51,9,1447,74,75,13,725
[12 30 33 50 56 64 67],30,30,13,46,50,49,8,1445,76,77,14,727
[12 30 33 50 56 67],30,30,13,46,51,49,8,1447,75,77,14,725
[12 30 33 50 64],30,30,13,46,78,77,9,1499,48,49,13,673
[12 30 33 50 64 67],30,30,13,46,76,75,8,1497,50,51,14,675
[12 30 33 50 67],30,30,13,46,77,75,8,1499,49,51,14,673
[12 30 33 56],30,30,13,46,64,64,14,1474,62,62,8,698
[12 30 33 56 64],30,30,13,46,54,54,9,1459,72,72,13,713
[12 30 33 56 64 67],30,30,13,46,52,52,8,1457,74,74,14,715
[12 30 33 56 67],30,30,13,46,56,52,8,1462,70,74,14,710
[12 30 33 64],30,30,13,46,80,80,9,1511,46,46,13,661
[12 30 33 64 67],30,30,13,46,78,78,8,1509,48,48,14,663
[12 30 33 67],30,30,13,46,82,78,8,1514,44,48,14,658
[12 30 39],30,30,13,46,61,61,15,1396,65,65,7,776
[12 30 39 47],30,30,13,46,52,52,12,1366,74,74,10,806
[12 30 39 47 50],30,30,13,46,49,49,11,1359,77,77,11,813
[12 30 39 47 50 56],30,30,13,46,45,45,11,1351,81,81,11,821
[12 30 39 47 50 56 64],30,30,13,46,41,41,9,1345,85,85,13,827
[12 30 39 47 50 56 64 67],30,30,13,46,39,39,8,1343,87,87,14,829
[12 30 39 47 50 56 67],30,30,13,46,40,39,8,1345,86,87,14,827
[12 30 39 47 50 64],30,30,13,46,45,45,9,1353,81,81,13,819
[12 30 39 47 50 64 67],30,30,13,46,43,43,8,1351,83,83,14,821
[12 30 39 47 50 67],30,30,13,46,44,43,8,1353,82,83,14,819
[12 30 39 47 56],30,30,13,46,48,48,12,1358,78,78,10,814
[12 30 39 47 56 64],30,30,13,46,42,42,9,1349,84,84,13,823
[12 30 39 47 56 64 67],30,30,13,46,40,40,8,1347,86,86,14,825
[12 30 39 47 56 67],30,30,13,46,42,40,8,1350,84,86,14,822
[12 30 39 47 64],30,30,13,46,46,46,9,1357,80,80,13,815
[12 30 39 47 64 67],30,30,13,46,44,44,8,1355,82,82,14,817
[12 30 39 47 67],30,30,13,46,46,44,8,1358,80,82,14,814
[12 30 39 50],30,30,13,46,51,49,11,1368,75,77,11,804
[12 30 39 50 56],30,30,13,46,47,45,11,1360,79,81,11,812
[12 30 39 50 56 64],30,30,13,46,43,41,9,1354,83,85,13,818
[12 30 39 50 56 64 67],30,30,13,46,41,39,8,1352,85,87,14,820
[12 30 39 50 56 67],30,30,13,46,42,39,8,1354,84,87,14,818
[12 30 39 50 64],30,30,13,46,47,45,9,1362,79,81,13,810
[12 30 39 50 64 67],30,30,13,46,45,43,8,1360,81,83,14,812
[12 30 39 50 67],30,30,13,46,46,43,8,1362,80,83,14,810
[12 30 39 56],30,30,13,46,57,57,15,1388,69,69,7,784
[12 30 39 56 64],30,30,13,46,45,45,9,1370,81,81,13,802
[12 30 39 56 64 67],30,30,13,46,43,43,8,1368,83,83,14,804
[12 30 39 56 67],30,30,13,46,48,43,8,1374,78,83,14,798
[12 30 39 64],30,30,13,46,49,49,9,1378,77,77,13,794
[12 30 39 64 67],30,30,13,46,47,47,8,1376,79,79,14,796
[12 30 39 67],30,30,13,46,52,47,8,1382,74,79,14,790
[12 30 47],30,30,13,46,85,85,12,1520,41,41,10,652
[12 30 47 50],30,30,13,46,82,82,11,1513,44,44,11,659
[12 30 47 50 56],30,30,13,46,56,56,11,1461,70,70,11,711
[12 30 47 50 56 64],30,30,13,46,52,52,9,1455,74,74,13,717
[12 30 47 50 56 64 67],30,30,13,46,50,50,8,1453,76,76,14,719
[12 30 47 50 56 67],30,30,13,46,51,50,8,1455,75,76,14,717
[12 30 47 50 64],30,30,13,46,78,78,9,1507,48,48,13,665
[12 30 47 50 64 67],30,30,13,46,76,76,8,1505,50,50,14,667
[12 30 47 50 67],30,30,13,46,77,76,8,1507,49,50,14,665
[12 30 47 56],30,30,13,46,59,59,12,1468,67,67,10,704
[12 30 47 56 64],30,30,13,46,53,53,9,1459,73,73,13,713
[12 30 47 56 64 67],30,30,13,46,51,51,8,1457,75,75,14,715
[12 30 47 56 67],30,30,13,46,53,51,8,1460,73,75,14,712
[12 30 47 64],30,30,13,46,79,79,9,1511,47,47,13,661
[12 30 47 64 67],30,30,13,46,77,77,8,1509,49,49,14,663
[12 30 47 67],30,30,13,46,79,77,8,1512,47,49,14,660
[12 30 50],30,30,13,46,84,82,11,1522,42,44,11,650
[12 30 50 56],30,30,13,46,58,56,11,1470,68,70,11,702
[12 30 50 56 64],30,30,13,46,54,52,9,1464,72,74,13,708
[12 30 50 56 64 67],30,30,13,46,52,50,8,1462,74,76,14,710
[12 30 50 56 67],30,30,13,46,53,50,8,1464,73,76,14,708
[12 30 50 64],30,30,13,46,80,78,9,1516,46,48,13,656
[12 30 50 64 67],30,30,13,46,78,76,8,1514,48,50,14,658
[12 30 50 67],30,30,13,46,79,76,8,1516,47,50,14,656
[12 30 56],30,30,13,46,68,68,15,1498,58,58,7,674
[12 30 56 64],30,30,13,46,56,56,9,1480,70,70,13,692
[12 30 56 64 67],30,30,13,46,54,54,8,1478,72,72,14,694
[12 30 56 67],30,30,13,46,59,54,8,1484,67,72,14,688
[12 30 64],30,30,13,46,82,82,9,1532,44,44,13,640
[12 30 64 67],30,30,13,46,80,80,8,1530,46,46,14,642
[12 30 67],30,30,13,46,85,80,8,1536,41,46,14,636
[12 33],30,30,13,46,92,90,14,1556,34,36,8,616
[12 33 39],30,30,13,46,59,57,14,1402,67,69,8,770
[12 33 39 47],30,30,13,46,53,51,12,1382,73,75,10,790
[12 33 39 47 50],30,30,13,46,50,48,11,1375,76,78,11,797
[12 33 39 47 50 56],30,30,13,46,46,44,11,1367,80,82,11,805
[12 33 39 47 50 56 64],30,30,13,46,42,40,9,1361,84,86,13,811
[12 33 39 47 50 56 64 67],30,30,13,46,40,38,8,1359,86,88,14,813
[12 33 39 47 50 56 67],30,30,13,46,41,38,8,1361,85,88,14,811
[12 33 39 47 50 64],30,30,13,46,46,44,9,1369,80,82,13,803
[12 33 39 47 50 64 67],30,30,13,46,44,42,8,1367,82,84,14,805
[12 33 39 47 50 67],30,30,13,46,45,42,8,1369,81,84,14,803
[12 33 39 47 56],30,30,13,46,49,47,12,1374,77,79,10,798
[12 33 39 47 56 64],30,30,13,46,43,41,9,1365,83,85,13,807
[12 33 39 47 56 64 67],30,30,13,46,41,39,8,1363,85,87,14,809
[12 33 39 47 56 67],30,30,13,46,43,39,8,1366,83,87,14,806
[12 33 39 47 64],30,30,13,46,47,45,9,1373,79,81,13,799
[12 33 39 47 64 67],30,30,13,46,45,43,8,1371,81,83,14,801
[12 33 39 47 67],30,30,13,46,47,43,8,1374,79,83,14,798
[12 33 39 50],30,30,13,46,51,48,11,1381,75,78,11,791
[12 33 39 50 56],30,30,13,46,47,44,11,1373,79,82,11,799
[12 33 39 50 56 64],30,30,13,46,43,40,9,1367,83,86,13,805
[12 33 39 50 56 64 67],30,30,13,46,41,38,8,1365,85,88,14,807
[12 33 39 50 56 67],30,30,13,46,42,38,8,1367,84,88,14,805
[12 33 39 50 64],30,30,13,46,47,44,9,1375,79,82,13,797
[12 33 39 50 64 67],30,30,13,46,45,42,8,1373,81,84,14,799
[12 33 39 50 67],30,30,13,46,46,42,8,1375,80,84,14,797
[12 33 39 56],30,30,13,46,55,53,14,1394,71,73,8,778
[12 33 39 56 64],30,30,13,46,45,43,9,1379,81,83,13,793
[12 33 39 56 64 67],30,30,13,46,43,41,8,1377,83,85,14,795
[12 33 39 56 67],30,30,13,46,47,41,8,1382,79,85,14,790
[12 33 39 64],30,30,13,46,49,47,9,1387,77,79,13,785
[12 33 39 64 67],30,30,13,46,47,45,8,1385,79,81,14,787
[12 33 39 67],30,30,13,46,51,45,8,1390,75,81,14,782
[12 33 47],30,30,13,46,86,84,12,1536,40,42,10,636
[12 33 47 50],30,30,13,46,83,81,11,1529,43,45,11,643
[12 33 47 50 56],30,30,13,46,57,55,11,1477,69,71,11,695
[12 33 47 50 56 64],30,30,13,46,53,51,9,1471,73,75,13,701
[12 33 47 50 56 64 67],30,30,13,46,51,49,8,1469,75,77,14,703
[12 33 47 50 56 67],30,30,13,46,52,49,8,1471,74,77,14,701
[12 33 47 50 64],30,30,13,46,79,77,9,1523,47,49,13,649
[12 33 47 50 64 67],30,30,13,46,77,75,8,1521,49,51,14,651
[12 33 47 50 67],30,30,13,46,78,75,8,1523,48,51,14,649
[12 33 47 56],30,30,13,46,60,58,12,1484,66,68,10,688
[12 33 47 56 64],30,30,13,46,54,52,9,1475,72,74,13,697
[12 33 47 56 64 67],30,30,13,46,52,50,8,1473,74,76,14,699
[12 33 47 56 67],30,30,13,46,54,50,8,1476,72,76,14,696
[12 33 47 64],30,30,13,46,80,78,9,1527,46,48,13,645
[12 33 47 64 67],30,30,13,46,78,76,8,1525,48,50,14,647
[12 33 47 67],30,30,13,46,80,76,8,1528,46,50,14,644
[12 33 50],30,30,13,46,84,81,11,1535,42,45,11,637
[12 33 50 56],30,30,13,46,58,55,11,1483,68,71,11,689
[12 33 50 56 64],30,30,13,46,54,51,9,1477,72,75,13,695
[12 33 50 56 64 67],30,30,13,46,52,49,8,1475,74,77,14,697
[12 33 50 56 67],30,30,13,46,53,49,8,1477,73,77,14,695
[12 33 50 64],30,30,13,46,80,77,9,1529,46,49,13,643
[12 33 50 64 67],30,30,13,46,78,75,8,1527,48,51,14,645
[12 33 50 67],30,30,13,46,79,75,8,1529,47,51,14,643
[12 33 56],30,30,13,46,66,64,14,1504,60,62,8,668
[12 33 56 64],30,30,13,46,56,54,9,1489,70,72,13,683
[12 33 56 64 67],30,30,13,46,54,52,8,1487,72,74,14,685
[12 33 56 67],30,30,13,46,58,52,8,1492,68,74,14,680
[12 33 64],30,30,13,46,82,80,9,1541,44,46,13,631
[12 33 64 67],30,30,13,46,80,78,8,1539,46,48,14,633
[12 33 67],30,30,13,46,84,78,8,1544,42,48,14,628
[12 39],30,30,13,46,73,73,18,1498,53,53,4,674
[12 39 47],30,30,13,46,55,55,12,1438,71,71,10,734
[12 39 47 50],30,30,13,46,52,52,11,1431,74,74,11,741
[12 39 47 50 56],30,30,13,46,48,48,11,1423,78,78,11,749
[12 39 47 50 56 64],30,30,13,46,44,44,9,1417,82,82,13,755
[12 39 47 50 56 64 67],30,30,13,46,42,42,8,1415,84,84,14,757
[12 39 47 50 56 67],30,30,13,46,43,42,8,1417,83,84,14,755
[12 39 47 50 64],30,30,13,46,48,48,9,1425,78,78,13,747
[12 39 47 50 64 67],30,30,13,46,46,46,8,1423,80,80,14,749
[12 39 47 50 67],30,30,13,46,47,46,8,1425,79,80,14,747
[12 39 47 56],30,30,13,46,51,51,12,1430,75,75,10,742
[12 39 47 56 64],30,30,13,46,45,45,9,1421,81,81,13,751
[12 39 47 56 64 67],30,30,13,46,43,43,8,1419,83,83,14,753
[12 39 47 56 67],30,30,13,46,45,43,8,1422,81,83,14,750
[12 39 47 64],30,30,13,46,49,49,9,1429,77,77,13,743
[12 39 47 64 67],30,30,13,46,47,47,8,1427,79,79,14,745
[12 39 47 67],30,30,13,46,49,47,8,1430,77,79,14,742
[12 39 50],30,30,13,46,57,52,11,1449,69,74,11,723
[12 39 50 56],30,30,13,46,53,48,11,1441,73,78,11,731
[12 39 50 56 64],30,30,13,46,49,44,9,1435,77,82,13,737
[12 39 50 56 64 67],30,30,13,46,47,42,8,1433,79,84,14,739
[12 39 50 56 67],30,30,13,46,48,42,8,1435,78,84,14,737
[12 39 50 64],30,30,13,46,53,48,9,1443,73,78,13,729
[12 39 50 64 67],30,30,13,46,51,46,8,1441,75,80,14,731
[12 39 50 67],30,30,13,46,52,46,8,1443,74,80,14,729
[12 39 56],30,30,13,46,69,69,18,1490,57,57,4,682
[12 39 56 64],30,30,13,46,51,51,9,1463,75,75,13,709
[12 39 56 64 67],30,30,13,46,49,49,8,1461,77,77,14,711
[12 39 56 67],30,30,13,46,57,49,8,1470,69,77,14,702
[12 39 64],30,30,13,46,55,55,9,1471,71,71,13,701
[12 39 64 67],30,30,13,46,53,53,8,1469,73,73,14,703
[12 39 67],30,30,13,46,61,53,8,1478,65,73,14,694
[12 47],30,30,13,46,88,88,12,1592,38,38,10,580
[12 47 50],30,30,13,46,85,85,11,1585,41,41,11,587
[12 47 50 56],30,30,13,46,59,59,11,1533,67,67,11,639
[12 47 50 56 64],30,30,13,46,55,55,9,1527,71,71,13,645
[12 47 50 56 64 67],30,30,13,46,53,53,8,1525,73,73,14,647
[12 47 50 56 67],30,30,13,46,54,53,8,1527,72,73,14,645
[12 47 50 64],30,30,13,46,81,81,9,1579,45,45,13,593
[12 47 50 64 67],30,30,13,46,79,79,8,1577,47,47,14,595
[12 47 50 67],30,30,13,46,80,79,8,1579,46,47,14,593
[12 47 56],30,30,13,46,62,62,12,1540,64,64,10,632
[12 47 56 64],30,30,13,46,56,56,9,1531,70,70,13,641
[12 47 56 64 67],30,30,13,46,54,54,8,1529,72,72,14,643
[12 47 56 67],30,30,13,46,56,54,8,1532,70,72,14,640
[12 47 64],30,30,13,46,82,82,9,1583,44,44,13,589
[12 47 64 67],30,30,13,46,80,80,8,1581,46,46,14,591
[12 47 67],30,30,13,46,82,80,8,1584,44,46,14,588
[12 50],30,30,13,46,90,85,11,1603,36,41,11,569
[12 50 56],30,30,13,46,64,59,11,1551,62,67,11,621
[12 50 56 64],30,30,13,46,60,55,9,1545,66,71,13,627
[12 50 56 64 67],30,30,13,46,58,53,8,1543,68,73,14,629
[12 50 56 67],30,30,13,46,59,53,8,1545,67,73,14,627
[12 50 64],30,30,13,46,86,81,9,1597,40,45,13,575
[12 50 64 67],30,30,13,46,84,79,8,1595,42,47,14,577
[12 50 67],30,30,13,46,85,79,8,1597,41,47,14,575
[12 56],30,30,13,46,80,80,18,1600,46,46,4,572
[12 56 64],30,30,13,46,62,62,9,1573,64,64,13,599
[12 56 64 67],30,30,13,46,60,60,8,1571,66,66,14,601
[12 56 67],30,30,13,46,68,60,8,1580,58,66,14,592
[12 64],30,30,13,46,88,88,9,1625,38,38,13,547
[12 64 67],30,30,13,46,86,86,8,1623,40,40,14,549
[12 67],30,30,13,46,94,86,8,1632,32,40,14,540
[16],30,30,13,46,101,101,17,1522,25,25,5,650
[16 26],30,30,13,46,65,65,17,1090,61,61,5,1082
[16 26 30],30,30,13,46,57,57,15,1022,69,69,7,1150
[16 26 30 33],30,30,13,46,53,53,14,998,73,73,8,1174
[16 26 30 33 39],30,30,13,46,47,47,14,970,79,79,8,1202
[16 26 30 33 39 47],30,30,13,46,41,41,12,950,85,85,10,1222
[16 26 30 33 39 47 50],30,30,13,46,38,38,11,943,88,88,11,1229
[16 26 30 33 39 47 50 56],30,30,13,46,34,34,11,935,92,92,11,1237
[16 26 30 33 39 47 50 56 64],30,30,13,46,30,30,9,929,96,96,13,1243
[16 26 30 33 39 47 50 56 64 67],30,30,13,46,28,28,8,927,98,98,14,1245
[16 26 30 33 39 47 50 56 67],30,30,13,46,29,28,8,929,97,98,14,1243
[16 26 30 33 39 47 50 64],30,30,13,46,34,34,9,937,92,92,13,1235
[16 26 30 33 39 47 50 64 67],30,30,13,46,32,32,8,935,94,94,14,1237
[16 26 30 33 39 47 50 67],30,30,13,46,33,32,8,937,93,94,14,1235
[16 26 30 33 39 47 56],30,30,13,46,37,37,12,942,89,89,10,1230
[16 26 30 33 39 47 56 64],30,30,13,46,31,31,9,933,95,95,13,1239
[16 26 30 33 39 47 56 64 67],30,30,13,46,29,29,8,931,97,97,14,1241
[16 26 30 33 39 47 56 67],30,30,13,46,31,29,8,934,95,97,14,1238
[16 26 30 33 39 47 64],30,30,13,46,35,35,9,941,91,91,13,1231
[16 26 30 33 39 47 64 67],30,30,13,46,33,33,8,939,93,93,14,1233
[16 26 30 33 39 47 67],30,30,13,46,35,33,8,942,91,93,14,1230
[16 26 30 33 39 50],30,30,13,46,39,38,11,949,87,88,11,1223
[16 26 30 33 39 50 56],30,30,13,46,35,34,11,941,91,92,11,1231
[16 26 30 33 39 50 56 64],30,30,13,46,31,30,9,935,95,96,13,1237
[16 26 30 33 39 50 56 64 67],30,30,13,46,29,28,8,933,97,98,14,1239
[16 26 30 33 39 50 56 67],30,30,13,46,30,28,8,935,96,98,14,1237
[16 26 30 33 39 50 64],30,30,13,46,35,34,9,943,91,92,13,1229
[16 26 30 33 39 50 64 67],30,30,13,46,33,32,8,941,93,94,14,1231
[16 26 30 33 39 50 67],30,30,13,46,34,32,8,943,92,94,14,1229
[16 26 30 33 39 56],30,30,13,46,43,43,14,962,83,83,8,1210
[16 26 30 33 39 56 64],30,30,13,46,33,33,9,947,93,93,13,1225
[16 26 30 33 39 56 64 67],30,30,13,46,31,31,8,945,95,95,14,1227
[16 26 30 33 39 56 67],30,30,13,46,35,31,8,950,91,95,14,1222
[16 26 30 33 39 64],30,30,13,46,37,37,9,955,89,89,13,1217
[16 26 30 33 39 64 67],30,30,13,46,35,35,8,953,91,91,14,1219
[16 26 30 33 39 67],30,30,13,46,39,35,8,958,87,91,14,1214
[16 26 30 33 47],30,30,13,46,47,47,12,978,79,79,10,1194
[16 26 30 33 47 50],30,30,13,46,44,44,11,971,82,82,11,1201
[16 26 30 33 47 50 56],30,30,13,46,36,36,11,955,90,90,11,1217
[16 26 30 33 47 50 56 64],30,30,13,46,32,32,9,949,94,94,13,1223
[16 26 30 33 47 50 56 64 67],30,30,13,46,30,30,8,947,96,96,14,1225
[16 26 30 33 47 50 56 67],30,30,13,46,31,30,8,949,95,96,14,1223
[16 26 30 33 47 50 64],30,30,13,46,40,40,9,965,86,86,13,1207
[16 26 30 33 47 50 64 67],30,30,13,46,38,38,8,963,88,88,14,1209
[16 26 30 33 47 50 67],30,30,13,46,39,38,8,965,87,88,14,1207
[16 26 30 33 47 56],30,30,13,46,39,39,12,962,87,87,10,1210
[16 26 30 33 47 56 64],30,30,13,46,33,33,9,953,93,93,13,1219
[16 26 30 33 47 56 64 67],30,30,13,46,31,31,8,951,95,95,14,1221
[16 26 30 33 47 56 67],30,30,13,46,33,31,8,954,93,95,14,1218
[16 26 30 33 47 64],30,30,13,46,41,41,9,969,85,85,13,1203
[16 26 30 33 47 64 67],30,30,13,46,39,39,8,967,87,87,14,1205
[16 26 30 33 47 67],30,30,13,46,41,39,8,970,85,87,14,1202
[16 26 30 33 50],30,30,13,46,45,44,11,977,81,82,11,1195
[16 26 30 33 50 56],30,30,13,46,37,36,11,961,89,90,11,1211
[16 26 30 33 50 56 64],30,30,13,46,33,32,9,955,93,94,13,1217
[16 26 30 33 50 56 64 67],30,30,13,46,31,30,8,953,95,96,14,1219
[16 26 30 33 50 56 67],30,30,13,46,32,30,8,955,94,96,14,1217
[16 26 30 33 50 64],30,30,13,46,41,40,9,971,85,86,13,1201
[16 26 30 33 50 64 67],30,30,13,46,39,38,8,969,87,88,14,1203
[16 26 30 33 50 67],30,30,13,46,40,38,8,971,86,88,14,1201
[16 26 30 33 56],30,30,13,46,45,45,14,982,81,81,8,1190
[16 26 30 33 56 64],30,30,13,46,35,35,9,967,91,91,13,1205
[16 26 30 33 56 64 67],30,30,13,46,33,33,8,965,93,93,14,1207
[16 26 30 33 56 67],30,30,13,46,37,33,8,970,89,93,14,1202
[16 26 30 33 64],30,30,13,46,43,43,9,983,83,83,13,1189
[16 26 30 33 64 67],30,30,13,46,41,41,8,981,85,85,14,1191
[16 26 30 33 67],30,30,13,46,45,41,8,986,81,85,14,1186
[16 26 30 39],30,30,13,46,51,51,15,994,75,75,7,1178
[16 26 30 39 47],30,30,13,46,42,42,12,964,84,84,10,1208
[16 26 30 39 47 50],30,30,13,46,39,39,11,957,87,87,11,1215
[16 26 30 39 47 50 56],30,30,13,46,35,35,11,949,91,91,11,1223
[16 26 30 39 47 50 56 64],30,30,13,46,31,31,9,943,95,95,13,1229
[16 26 30 39 47 50 56 64 67],30,30,13,46,29,29,8,941,97,97,14,1231
[16 26 30 39 47 50 56 67],30,30,13,46,30,29,8,943,96,97,14,1229
[16 26 30 39 47 50 64],30,30,13,46,35,35,9,951,91,91,13,1221
[16 26 30 39 47 50 64 67],30,30,13,46,33,33,8,949,93,93,14,1223
[16 26 30 39 47 50 67],30,30,13,46,34,33,8,951,92,93,14,1221
[16 26 30 39 47 56],30,30,13,46,38,38,12,956,88,88,10,1216
[16 26 30 39 47 56 64],30,30,13,46,32,32,9,947,94,94,13,1225
[16 26 30 39 47 56 64 67],30,30,13,46,30,30,8,945,96,96,14,1227
[16 26 30 39 47 56 67],30,30,13,46,32,30,8,948,94,96,14,1224
[16 26 30 39 47 64],30,30,13,46,36,36,9,955,90,90,13,1217
[16 26 30 39 47 64 67],30,30,13,46,34,34,8,953,92,92,14,1219
[16 26 30 39 47 67],30,30,13,46,36,34,8,956,90,92,14,1216
[16 26 30 39 50],30,30,13,46,41,39,11,966,85,87,11,1206
[16 26 30 39 50 56],30,30,13,46,37,35,11,958,89,91,11,1214
[16 26 30 39 50 56 64],30,30,13,46,33,31,9,952,93,95,13,1220
[16 26 30 39 50 56 64 67],30,30,13,46,31,29,8,950,95,97,14,1222
[16 26 30 39 50 56 67],30,30,13,46,32,29,8,952,94,97,14,1220
[16 26 30 39 50 64],30,30,13,46,37,35,9,960,89,91,13,1212
[16 26 30 39 50 64 67],30,30,13,46,35,33,8,958,91,93,14,1214
[16 26 30 39 50 67],30,30,13,46,36,33,8,960,90,93,14,1212
[16 26 30 39 56],30,30,13,46,47,47,15,986,79,79,7,1186
[16 26 30 39 56 64],30,30,13,46,35,35,9,968,91,91,13,1204
[16 26 30 39 56 64 67],30,30,13,46,33,33,8,966,93,93,14,1206
[16 26 30 39 56 67],30,30,13,46,38,33,8,972,88,93,14,1200
[16 26 30 39 64],30,30,13,46,39,39,9,976,87,87,13,1196
[16 26 30 39 64 67],30,30,13,46,37,37,8,974,89,89,14,1198
[16 26 30 39 67],30,30,13,46,42,37,8,980,84,89,14,1192
[16 26 30 47],30,30,13,46,48,48,12,992,78,78,10,1180
[16 26 30 47 50],30,30,13,46,45,45,11,985,81,81,11,1187
[16 26 30 47 50 56],30,30,13,46,37,37,11,969,89,89,11,1203
[16 26 30 47 50 56 64],30,30,13,46,33,33,9,963,93,93,13,1209
[16 26 30 47 50 56 64 67],30,30,13,46,31,31,8,961,95,95,14,1211
[16 26 30 47 50 56 67],30,30,13,46,32,31,8,963,94,95,14,1209
[16 26 30 47 50 64],30,30,13,46,41,41,9,979,85,85,13,1193
[16 26 30 47 50 64 67],30,30,13,46,39,39,8,977,87,87,14,1195
[16 26 30 47 50 67],30,30,13,46,40,39,8,979,86,87,14,1193
[16 26 30 47 56],30,30,13,46,40,40,12,976,86,86,10,1196
[16 26 30 47 56 64],30,30,13,46,34,34,9,967,92,92,13,1205
[16 26 30 47 56 64 67],30,30,13,46,32,32,8,965,94,94,14,1207
[16 26 30 47 56 67],30,30,13,46,34,32,8,968,92,94,14,1204
[16 26 30 47 64],30,30,13,46,42,42,9,983,84,84,13,1189
[16 26 30 47 64 67],30,30,13,46,40,40,8,981,86,86,14,1191
[16 26 30 47 67],30,30,13,46,42,40,8,984,84,86,14,1188
[16 26 30 50],30,30,13,46,47,45,11,994,79,81,11,1178
[16 26 30 50 56],30,30,13,46,39,37,11,978,87,89,11,1194
[16 26 30 50 56 64],30,30,13,46,35,33,9,972,91,93,13,1200
[16 26 30 50 56 64 67],30,30,13,46,33,31,8,970,93,95,14,1202
[16 26 30 50 56 67],30,30,13,46,34,31,8,972,92,95,14,1200
[16 26 30 50 64],30,30,13,46,43,41,9,988,83,85,13,1184
[16 26 30 50 64 67],30,30,13,46,41,39,8,986,85,87,14,1186
[16 26 30 50 67],30,30,13,46,42,39,8,988,84,87,14,1184
[16 26 30 56],30,30,13,46,49,49,15,1006,77,77,7,1166
[16 26 30 56 64],30,30,13,46,37,37,9,988,89,89,13,1184
[16 26 30 56 64 67],30,30,13,46,35,35,8,986,91,91,14,1186
[16 26 30 56 67],30,30,13,46,40,35,8,992,86,91,14,1180
[16 26 30 64],30,30,13,46,45,45,9,1004,81,81,13,1168
[16 26 30 64 67],30,30,13,46,43,43,8,1002,83,83,14,1170
[16 26 30 67],30,30,13,46,48,43,8,1008,78,83,14,1164
[16 26 33],30,30,13,46,54,53,14,1018,72,73,8,1154
[16 26 33 39],30,30,13,46,48,47,14,990,78,79,8,1182
[16 26 33 39 47],30,30,13,46,42,41,12,970,84,85,10,1202
[16 26 33 39 47 50],30,30,13,46,39,38,11,963,87,88,11,1209
[16 26 33 39 47 50 56],30,30,13,46,35,34,11,955,91,92,11,1217
[16 26 33 39 47 50 56 64],30,30,13,46,31,30,9,949,95,96,13,1223
[16 26 33 39 47 50 56 64 67],30,30,13,46,29,28,8,947,97,98,14,1225
[16 26 33 39 47 50 56 67],30,30,13,46,30,28,8,949,96,98,14,1223
[16 26 33 39 47 50 64],30,30,13,46,35,34,9,957,91,92,13,1215
[16 26 33 39 47 50 64 67],30,30,13,46,33,32,8,955,93,94,14,1217
[16 26 33 39 47 50 67],30,30,13,46,34,32,8,957,92,94,14,1215
[16 26 33 39 47 56],30,30,13,46,38,37,12,962,88,89,10,1210
[16 26 33 39 47 56 64],30,30,13,46,32,31,9,953,94,95,13,1219
[16 26 33 39 47 56 64 67],30,30,13,46,30,29,8,951,96,97,14,1221
[16 26 33 39 47 56 67],30,30,13,46,32,29,8,954,94,97,14,1218
[16 26 33 39 47 64],30,30,13,46,36,35,9,961,90,91,13,1211
[16 26 33 39 47 64 67],30,30,13,46,34,33,8,959,92,93,14,1213
[16 26 33 39 47 67],30,30,13,46,36,33,8,962,90,93,14,1210
[16 26 33 39 50],30,30,13,46,40,38,11,969,86,88,11,1203
[16 26 33 39 50 56],30,30,13,46,36,34,11,961,90,92,11,1211
[16 26 33 39 50 56 64],30,30,13,46,32,30,9,955,94,96,13,1217
[16 26 33 39 50 56 64 67],30,30,13,46,30,28,8,953,96,98,14,1219
[16 26 33 39 50 56 67],30,30,13,46,31,28,8,955,95,98,14,1217
[16 26 33 39 50 64],30,30,13,46,36,34,9,963,90,92,13,1209
[16 26 33 39 50 64 67],30,30,13,46,34,32,8,961,92,94,14,1211
[16 26 33 39 50 67],30,30,13,46,35,32,8,963,91,94,14,1209
